,tweet,class,predLabel
933,"\""@_PayMe_NoMind: Ready to watch heat get Kilt by the Old spurs!\""llliiiieeeeesssss!!!!",0,2
934,@CurvedGawd chicago niggas,0,0
935,I gotta let somebody in on this.. No new friends,0,2
936,I'm Mad As Hell Right Now Moe \ud83d\ude21\ud83d\ude21,0,2
937,"\""@karinalovesyoou: Ike tryna tell me what to do .. I know hes my daddy but shit ..\""",0,1
938,Nene has me weak over here #RHOA,0,2
939,Ala my phone vibrating like crazy TF,0,2
940,She trew that booty on me got my clothes wrinkle,0,2
941,We ain't gone never get back to fs.,0,2
942,@KeemNo_Skeem that's what I'm tryna figure out but I guess Kenny and Dre,0,2
943,Yhu can't out play the player baby....fsee tssk,0,2
944,Back in the work flow. Bout time. #gettingoutofdebt,0,2
945,THEY SHOOTING DOWN THE STREET LORD JESUS WHY DOWN THE STREET BLACK NIGGAS THESE DAYS!!!! #Scared,0,0
946,@BornAloneBastrd iight Imma Just set it on you and iknow you gone hit me back lol,0,2
947,Bouta smoke with my brother,0,2
948,Shit hit,0,1
949,@ScreamJackiexO ktfu wya,0,2
950,Gotta pray fa Dese niggas... GOD please keep me away from Dese niggas...,0,0
951,shad just killed me,0,2
952,Limp Bizkit ft Lil Wayne - Ready to Go\n#legit #newmusic,0,2
953,I love when she say pull dat dick out nigga \ud83d\ude02\ud83d\ude02\u263a\ufe0f\ud83d\ude1c\ud83d\ude1d\ud83d\ude1b,0,0
954,@Adolfo_nigga @fuckya_hoes Lmaoo she trash ode,0,2
955,"@WhatsHaram not passin' the joint after a hit, smh #HARAM",0,2
956,If it aint about money i dont give a fuck,0,1
957,I miss deon \ud83d\ude14,0,2
958,"Boss ass bitch!?, \u270bNO, young ass bitch singin bout shit u shouldn't know nothing bout, or at least actin like u don't DAMN, fass ass!",0,1
959,You lien just text me bruh,0,2
960,@MySwag_SP @ShoutOut_Bang @johnnr96 @speeedohh some real shit yall dont wanna get involved in,0,1
961,"\""@SouthSideJayO: Wanna Fuxk #Oomf , She be thinkin im Playin doe &gt;&lt;&lt;&lt;&lt;\""",0,2
962,Soon I Peel This Corner Im Gone \ud83c\udfc3\ud83d\udca8\ud83d\udca8\ud83d\udca8\u270c,0,2
963,"I Love This Lil City We Call Muskegon, Even Tho Its Fucked Up!!",0,1
964,Ain't no nigga seeing me \ud83d\ude24,0,0
965,That's yall problem now... you always got ppl in yall relationship.!,0,2
966,Lol I had a regroup real fast man,0,2
967,Ima Make Myy Boy,0,2
968,On da way to my game turn up game rite head!!,0,2
969,Willie Wanna Play \ud83d\udc4a\ud83d\udc4a\ud83d\udc4a,0,2
970,@patyd90 naw at work homie.,0,2
971,How u fuck for cash but u not a hoe?,0,1
972,Boo,0,2
973,Shitz old breh,0,2
974,I'm not gone let yuu fuck up my day,0,1
975,This bitch Blanche just came at ol girl's weight too crazy smh,0,1
976,"Beyonce I'm comin for you. Chitown bitchez, \ud83d\udc81",0,2
977,"We gone fight the war, we gone fight our fears ! #\ud83c\udf1f\ud83c\udfc8",0,2
978,"I love you, I'm gone be here! Just get her fa me too, stupid bitch don't need to be looking at my baby daddy.",0,1
979,Free my nigga DeAmber she in jail can't hold a cookie for ever,0,0
980,You can't say shit to these females without them calling you thirsty.,0,1
981,At my lil bro game ..,0,2
982,Ty be smellin shit,0,1
983,@CallMe_Pete wat up bruh,0,2
984,Wanna tell dese niggas to stfu soo bad,0,0
985,Think I might step out tonight! #TurnUp #TurnDownForWhat \ud83c\udf7a\ud83c\udf7b\ud83c\udf79\ud83c\udf78\ud83c\udf77Go Hard or Go Home!!,0,2
986,He still bae \ud83d\ude48\ud83d\ude4a\ud83d\ude0b\ud83d\ude0d,0,2
987,WWYD,0,2
988,Missin #oomf name pop up on my phone.,0,2
989,Itty Bitty Piggy time,0,2
990,Texting Oomf She Real Bool...,0,2
991,@cpcmovement wats that,0,2
992,Gotta get this dub tomorrow! #OCFB #OneLove,0,2
993,@BarlowKillian I respect that homie,0,2
994,Go to sleep clyde!!! Gotta get that early up!!!,0,2
995,Karmen mad cause she finna have ah nigger baby... not ah cracka baby GOOD TRY DOE SIS,0,0
996,@Ladiies_Love no it wasnt lol it was A1,0,2
997,@kylefuckingkane @MJ_Brantley33 pour water on his ass,0,1
998,"@aysia__ bul be drawn now, ctfuu",0,2
999,Ctfu my daddy cursing this man out and blowing the horn lol in the road lmao I see where I get my anger problems from #toofunny,0,2
1000,@haleylemire18 I've always wanted to go to that! Just an FYI though I'm a huge pussy by the way haha.,1,1
1001,3 hours of studying last night and I saw none of that shit on my exam.. #FML,1,1
1002,beachin all day everyday 24/7,1,2
1003,@GreenLightJones I'm ready to see how you gonna look with a baby. I'm ready for the new addition to the team!!,1,2
1004,I had surgery exactly a month ago and it's as of though it never happened,1,2
1005,Kim is engaged .... Hopefully this last longer then 72 days .,1,2
1006,Really wish the #Tigers could score a run. #nosticks,1,2
1007,New shampoo confuses me every time I smell apples. It's so strong!,1,2
1008,I hate when I accidentally press the wrong name on snapchat and don't realize it until after I send it,1,2
1009,"@slowtwerk \""diamonds are forever so encrust your testicles in them. Your balls will propel you into the future.\""",1,2
1010,I cannot be sober when she's behind the wheel.,1,2
1011,I pray to god I'm not there allll day! I'll seriously cry! I just want to cuddle with my boyfriend!!,1,2
1012,"@gritzmer thought the game tonight was in Indiana, cause he's just watched that series, didn't think it'd go six or seven #meetpat",1,2
1013,God do I miss sitting around listening to Sam Cooke and talking about the galaxies above\ud83d\ude14,1,2
1014,@hotshotdiva24 @DancingABC is this the first year you can bite 12 times?Last time I watched we could only vote 5 times!!,1,2
1015,The forecast for today is that there is a 100% chance that I will fall asleep in class today.,1,2
1016,Fun night with a few friends. Always some good laughs. Nice to have night like this before school begins.,1,2
1017,"\""A shelter for parrots, macaws and exotic birds... at Bryant Park from 11:30 a.m. to 2 p.m.\"" @sonyag28 lunch break?",1,2
1018,Ready to take on this anatomy lab practical #letsdothis #getit,1,2
1019,@joelleaaud I'm not sure if they're vandalizing anyone's house or what they're doing so can you come check it out?,1,2
1020,Bahahahahah greatest thing of my life,1,2
1021,@shelbidickerson crotch shot,1,2
1022,"\""People don't turn down money; it's what separates us from the animals!\"" #Seinfeld",1,2
1023,I'm literally so blessed. \ud83d\udc9c,1,2
1024,#ACMs,1,2
1025,I want lots of hot pictures of my friends tonight. @kara11lynn @MajaHaney @megmae25 @DarrieRay14,1,2
1026,"@PacificNWHippy I've been to both, quiet a few times. Great area, very similar to here!",1,2
1027,i miss having uniforms choosing something to wear everyday sucks,1,2
1028,"@chris_lugo hey bud, just tried logging into Cavie site using a mobile device, and it's going to some bank page. Wanted you to know",1,2
1029,3 days of pain is 3 too many in my opinion :/ doctors tomorrow..,1,2
1030,"\u201c@brookesheldonn: Not everything in my life is exactly where I want it right now, but I'm still just genuinely happy and I love it\ud83d\ude0a\u2764'",1,2
1031,I absolutely love my best friends.,1,2
1032,Everyone better be at the game Friday.,1,2
1033,@HooliganForLif3 is the one who is always  by my side during the good and bad \u2665,1,2
1034,@whitehouse @whlive. We are moving forward with this #SOTU. Great policies.,1,2
1035,I really hate school because people i hate are there and it gives me anxiety omf,1,2
1036,\u201c@David_Ruffinn: I'm at work how my Panthers looking\u201d they're up 10 to 6,1,2
1037,Holy crap. I don't think people understand how weird my dreams are.,1,2
1038,I don't know a thing about soccer other than some of the player's names \ud83d\ude02,1,2
1039,#truelife I'm addicted to snap chat,1,2
1040,Every day I thank god for hair that actually grows \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02,1,2
1041,my mood is better now so I'm gonna go lay out and catch so rays \ud83d\ude0e,1,2
1042,Cleaver darn,1,2
1043,@bee_lindy are you really riding a bike all the way over?,1,2
1044,You walk right by crashing my high like I know you will you little buzzkill baby your a buzzkill,1,2
1045,I've been on an emotional roller coaster all day. \ud83d\ude14,1,2
1046,on a scale from 1 to chris brown....how mad do you think zakk would be if I peed through the floor hole in the ice castle hahahaha,1,2
1047,My chemistry professor continues to misspell words in our lecture notes. Aren't you supposed to be brilliant? #comeonnow #really \ud83d\udd2c\ud83d\udd2d\ud83d\udd0d\ud83d\udca1,1,2
1048,@Phill_T_Rich greatest college game ever \ud83d\udc4c,1,2
1049,\u201c@THEtylerpurcell: Cards go to 3-0 and win the governors cup! #BeatKentucky\u201d that's so yesterday.,1,2
1050,If I would have known I had an appointment today I would have slept in,1,2
1051,John Mayer + Mumford and Sons makes me feel like I'm back home #homesick,1,2
1052,Bed bed bed :),1,2
1053,"What we going through may not be good to us, but is good for us.. Cause God is building us for greater responsibilities, greater blessings",1,2
1054,"So tell me are you missing me,Or am I absent like a Jewish family's Christmas tree",1,2
1055,Just spent three hours In the gym. only got half of my stuff done. can't wait for the new years crew to get tired and quit.,1,2
1056,You deserve so much better than me.,1,2
1057,@_tesssie_ definitely the bro tank and ankle socks \ud83d\ude4c,1,2
1058,Why do you choose to sink your teeth into my arm everyday..?? Why. ..This is the 4th time and counting.. #14yrolds,1,2
1059,Been home ten minutes and I already wanna be back at AC,1,2
1060,@psychmichael I am in class without service I can just meet u at ur place,1,2
1061,wishing I went to First Friday Mass tonighttt. \u2764,1,2
1062,THE WORST FIRST WORLD PAIN IS WHEN HAHA GETS AUTOCORRECTED TO GAGA,1,2
1063,I'm glad all this medicine is working #justkidding #theyarent,1,2
1064,I live florida now guys,1,2
1065,@mfaulkner95 what are you and Almond doing tonight ?,1,2
1066,I think everyone needs a visit from Dr. V sometime in their life #RHONJ,1,2
1067,Hope Tennessee whoops Florida,1,2
1068,Also I'm really good at randomly yelling in the background,1,2
1069,I Need To Go To The Library,1,2
1070,This energy booster smoothie got me more riled up than usual \ud83d\ude01\ud83d\ude04,1,2
1071,\u201c@MarcelaDMW: @OshanaPaul I like food in general.  Lol\u201d I agree nothing from the ocean tho. \u270c,1,2
1072,@stampylongnose you are the Awesomes Cools Cat I have ever seen.I watched all u minecraft videos your amazing,1,2
1073,Seriously can't understand how some one can be such a bitch and a asshole.,1,1
1074,I wish this passat would stop slamming on their brakes.,1,2
1075,How people just forget about you after youve given up possibly everything for them. #Whatever,1,2
1076,LET'S GOOOO! That was incredible. #Chiefs,1,2
1077,I'm thinking mid travel with cantilever suspension in the rear hmmmm,1,2
1078,I'm always jealous of the other side of 95 as they fly by me while I'm just sitting here in park \u2754,1,2
1079,"\u201c@_Burnetts: Groceries are expensive, have Burnett's for dinner\u201d no, pot.. you need your greens \u261d\ud83c\udf33\ud83c\udf3f",1,2
1080,Hat tilted mind lifted,1,2
1081,Possible bomb threat at Kickapoo? If anyone knows more information let me know!,1,2
1082,That QB from ohio state killed it today.,1,2
1083,Today at the pool I told Luke to get my phone and he came over and threw it right in and it sank lolol\nGood thing I have a waterproof case \ud83d\udc4c,1,2
1084,If I have to wrap one more Christmas present.......,1,2
1085,Skills include being annoying and eating a family sized bag of chips in less than a day,1,2
1086,Sweet Friday tomorrow get this week over with,1,2
1087,"Marlins won, no hitter game, and got to see my favorite heat player @ShaneBattier. BEST DAY EVER!!!!' #marlins #bestdayever",1,2
1088,Bike racing in scheels... #gay,1,0
1089,OMG this ep of #CriminalMinds is freaking me the hell out!! Love this show! @shemarmoore,1,2
1090,@kappley Lions will be winning then fuck it up at the last minute.,1,1
1091,Great minds think alike,1,2
1092,My first post was solely dedicated to how much I love Apollo \ud83d\udc9c my teachers gonna judge me..,1,2
1093,@imjoshinyabro @Bungvary better than the 12 saves you have this year,1,2
1094,@bryana_torres I work at 5 so anytime before,1,2
1095,#TeamNoSleep,1,2
1096,@laurenmichaels watching price is right did you actually keep the car you won?,1,2
1097,Aaron craft body checks/fouls every other defensive series....he got away with a flagrant foul on glen rob 3 so no..I don't feel bad for him,1,2
1098,Its not often I take a nap... But this tired + this weather may make 2day the day #tired,1,2
1099,One of the biggest gifts my mom has ever given me is a chance to have sisters &amp; a dad.,1,2
1100,Pirate fashion sense has really changed over the years.,1,2
1101,@knee_coall_ well maybe you should do something fun like buy a Platypus,1,2
1102,I feel like I've been driving from LC for hours,1,2
1103,This iOS 7 has my battery life always low!,1,2
1104,@WilliamCGreen Do whaaaa?? That is clean! Definitely signing up. I'd rock that all season at work haha #liftops,1,2
1105,When I have off and I get yelled at by @Big_Will_17 to stop worrying about work,1,2
1106,watching old people dance at a wedding is an american pastime,1,2
1107,Anyone counting down to machane shachbag?,1,2
1108,Summerfest @JakubKoba  @AirCanada17 lets go!,1,2
1109,I love the smell of my hair after the hairdressers \ud83d\ude0d\ud83d\udc87,1,2
1110,I would be such good friends with George Orwell....,1,2
1111,I'm still stuck in the moment with youuuu \ud83d\udc9c,1,2
1112,In a sea of people my eyes will always search for you \ud83d\udc99,1,2
1113,@lovethatmonk yes I think tech deliberately messes with us some times. For more I've switched out the mouse.,1,2
1114,@mirandab13 what seriously?! Instead we got three timed #sadtweet,1,2
1115,@omgitskristenn Your so lazy #NotGood,1,2
1116,Fun night with some great friends \ud83d\udc95 #blessed,1,2
1117,I don't think I've ever been this tired from track before,1,2
1118,"@Bcatron44 lone bright spots, young and poythress on offense, cant stop their guy on d.",1,2
1119,"\""Afraid of too much twerking and not enough working?!\"" Baha! This was a line from a radio commercial about a car dealership.",1,2
1120,Madi buy me something,1,2
1121,Glad I'm not one of those people who's in drama every day of their lives aka underclassmen girls,1,2
1122,I feel like the whole world is moving to Richmond. Maybe I'll actually stay there this semester instead of coming home every weekend,1,2
1123,Going to sleep angry #ohwell,1,2
1124,@ZubkaDevon you don't bleed for a week straight and squeeze a human being out of soemthig the size of a lemon. Girls need more credit. \ud83d\ude02,1,2
1125,New outlook on life after this weekend,1,2
1126,"I've been awake for an hour but on the brighter side, I have a 10:10 flight to OKLAHOMA!! So excited to finally be home!",1,2
1127,Just  chillin at nebraska wesleyan. Hah,1,2
1128,Break went by way too fast but at least I'll be back in a couple weeks,1,2
1129,That was from miss congeniality fyi,1,2
1130,"Who wakes up and thinks \""I wanna walk across the Grand Canyon..in the air\""",1,2
1131,Why is there such thing as cancer,1,2
1132,My new years is going GREAT ! Only thing that would make it perfect is if @FlizzyFlo were with me ! But I know he will be soon ;),1,2
1133,"Mom: \""Your aunt wanted a picture of you, so I sent her this one\"" Mom, I'm hammered in that #LOL",1,2
1134,I hate not knowing ANYTHING in AP Chem,1,2
1135,I took a selfie I actually liked the other day \nI know it was strange for me too,1,2
1136,"@LVLV808 you have the coolest tweets man, write a book with me.",1,2
1137,dylan just left. i couldn't ask for a better boyfriend or a more perfect weekend.,1,2
1138,Awkward text messages. \ud83d\ude05 #wut,1,2
1139,"Today my lifelong favorite football team is playing for the National Championship. Win or lose, this season has been amazing. #goirish",1,2
1140,When Haley tweets lyrics I'm like lawd\u270btake a seat,1,2
1141,It's a Ben Harper kinda night\u2764\ufe0f\ud83c\udfa7,1,2
1142,Great night!,1,2
1143,@amanda_allgaier @jaclynallgaier Jenna's so excited\ud83d\ude0d,1,2
1144,It's all fun and games until someone gets slapped by a chair!,1,2
1145,@Leisha_Hailey Have that same photo with mom and myself taken in 1980!  Wish I could load it up,1,2
1146,most of these tweets about uc are just a bunch a rich kids making fun of uc kids for apparently being poor #realclassyguys,1,2
1147,Scared of a bunch of aqua? Then get out the rain. Order a raper for lunch and spit out the chain.,1,2
1148,They're playing shakira in stillings #thatswhatsup,1,2
1149,"If these sheets were the states, and you were miles awaaaaay, I'd fold them end over end to bring you closer to meeee,\n\nFuck, \n\nthis song.\u2764",1,2
1150,101- your probably the funniest dude I know. We need to hang more bro! Hmu,1,2
1151,Highlight of my day: getting a title in the math topic of quiz up,1,2
1152,Night:) #loveyouall,1,2
1153,Writing back letters to loved ones who have written to me. That's real,1,2
1154,@JeffGordonWeb @BarrettOnSPEED @DuPont_News @TeamChevy @Drive2EndHunger great job @JeffGordonWeb out all about giving and out not #Christmas,1,2
1155,less than two minutes and make $20.. do that 30 times a day.im just sayen think about it. who u know makes money like that.,1,2
1156,3 of my friends lost a loved one this week and no one even cared..,1,2
1157,That animal abuse poster in our school needs to go,1,2
1158,"I don't think I'd be so upset about my grades if I knew that was the best I could do, but I know it wasn't \ud83d\ude14",1,2
1159,Saying other teams are bad won't make yours better \u00af\\_(\u30c4)_/\u00af,1,2
1160,@DougBenson = bitch \u201c@suckmeter: It would have sucked if I said Regan wasn't funny. He's terrible on Twitter. Be funny. You're a comedian.\u201d,1,1
1161,"Hey you guys, around 8:00 CT or 9:00 ET a bunch of us are meetin on twitter to help save leverage @Leverageluver21 @LadyLeverage @JaSaMorgan",1,2
1162,Luke Bryan and colts game #perfectsunday,1,2
1163,If Huell were played by Rick Ross this would truly be the greatest show of all time. #BreakingBad,1,2
1164,There's an emptiness inside her\nAnd she'd do anything to fill it in,1,2
1165,"@FootballXPs I could see Lacy running over the Redskins, but the bad weather up there could slow him down today",1,2
1166,@mschifnet you are a goddess. Lead me in your awesome ways. #PraiseMsChif,1,2
1167,"To the person's frappuccino I accidentally took, I'm sorry \ud83d\ude31",1,2
1168,@caitlinohno what why were you on my campus #Gross \ud83d\ude1c,1,2
1169,Liars are so transparent,1,2
1170,It's nights like this when you realize how shitty the valley is,1,2
1171,when the time is right i will absolutely fuck with the first act custom shop. damn.,1,1
1172,@moisttttt a home is a place where someone always thinks of you,1,2
1173,\u201c@Lucas_DanielM: #QuestionIAskMySelf is eating an entire tray of brownies acceptable? *does it anyway*\u201d my daily struggle,1,2
1174,"On a Wednesday at a caf\u00e9, I watched it begin again\ue32e",1,2
1175,"I really wish we could just date, honestly..",1,2
1176,I don't think I've ever let the bad elements in life get to me. But now they're too overflowing to ignore.,1,2
1177,"\u201c@jenn_jersey13: once this CNA class is paid for, next thing being saved up for is a vacation to Cali in July \ud83d\ude18\ud83d\ude01\u201d I wanna goooo!",1,2
1178,Surprised you're still dealing with his crap #getoutwhileyoucan,1,2
1179,"Can i sit here? Yeah, just don't touch me.........@rhallett21 @Rhiannon_1011 #whut",1,2
1180,@13mklein I kinda am! And if I do I for sure will! #justforyou,1,2
1181,"The guy that invented \""pong\"" also invented freaking medical equipment because they both have the same \""beep\""!!!",1,2
1182,#LetsGoLions! Good Drive so far,1,2
1183,@DJ_Pearl_Gang bet I'm be up there in the spring I'm going to middle tenn,1,2
1184,"more then anything I want to see you, girl \ntake a glorious bite out of the whole world",1,2
1185,@roserunsdaworld yeah now onto Ravenswood,1,2
1186,It's national hump day guys. That explains alot..,1,2
1187,A perfect relaxing day to end this crazy weekend.                                                   #MuchNeeded,1,2
1188,Shout out to MHS class of 2012. My niggas.,1,0
1189,@BroadwayBoundMe this is what my nights usually consist of. Trying to make Lucy and Ian Harding to notice me. So shut up. Hahaha,1,2
1190,Hittin' the road for Ohio &amp; the new bar @maureenelsberry has prepped for us,1,2
1191,Brb stabbing needles in my eyes,1,2
1192,"Realizing I put with, instead of wish",1,2
1193,@gemsie so sad. heading there on wed! Let's hang when i'm back in nyc!,1,2
1194,@BusbyJoslyn the struggle of being single! haha,1,2
1195,Can someone DM me their HOA online textbook login? I left my login paper at school \ud83d\ude2d\ud83d\ude29,1,2
1196,@eeeemoney good luck girl! \ud83d\ude0a\ud83d\udc4d,1,2
1197,@grav3yardgirl should totally come to Austin for a meet and greet I would love to meet her.,1,2
1198,Holidays just aren't the same the older you get...,1,2
1199,"@klusterfuck621 Whiskey sampling?! I need go watch that documentary. The vodka is alllll you, babe! \ud83d\ude18",1,2
1200,Love my boy more than anything in the world,1,2
1201,"@RMDC_feed #mhsaa #XCState2013  good luck to @Liam1C , Liam Cardenas and Plymouth HS Wildcats at the 2013 Cross-country State meet at MIS.",1,2
1202,I love summer nights,1,2
1203,Jesus Christ I have a headache.,1,2
1204,"Ahhh this sounds BOMB!\"" @PeaceLove_Nikki: Edamame and a big glass of coke on ice. #PERF #FinallyHomefromSchool\""",1,2
1205,"@MastaDCrowley behind the snow clouds, at the liquor store... \ud83c\udf79\ud83d\ude2c",1,2
1206,So I wake up and my nose ring is gone.... Someone skip school and go to Champaign with me today! \ud83d\ude29\ud83d\ude4f,1,2
1207,Westboro Baptist's are just a bunch of hate-mongers. Outrageous. How dare you call you call yourselves Christians. Love one another.,1,2
1208,@sweetcheripie I'm excited and also scared that I'm going to fall on my face or hiney!,1,2
1209,I'd pay someone to bring me a blizzard lol,1,2
1210,@NicoleNyznyk hardcore yo!\n#gripitandripit,1,2
1211,I can have a life now that this exam is over.,1,2
1212,"If people were more like dogs, the world would be a better place.",1,2
1213,@mceverett222 like win an nba 2k13 championship,1,2
1214,I can't wait to dress my kids and do their hair and make them the cutest children alive. #babyhungry,1,2
1215,Such an asshole I am \ud83d\ude08\ud83d\ude08\ud83d\ude08\ud83d\ude08\ud83d\ude01\ud83d\ude01\ud83d\ude01\ud83d\ude01,1,2
1216,@CSNHouston No. He's terrible. -A Bucs fan,1,2
1217,Can't forget Rowdy Rough #SQUAD,1,2
1218,Listening to auditory hallucinations that a person with schizophrenia experiences. Holy shit. Oh my god the voices. #crazy,1,1
1219,"Louise, it's actually day 7....",1,2
1220,That's some cray thunder and lightning \u26a1\u2614,1,2
1221,People who open Snapchats but don't Snapchat back.........,1,2
1222,"Instead of letting the kid play, #sabres save a roster spot for a washed up Hecht. Amazing! @WGR550 And their in 14th place why? #losing",1,2
1223,no subs it was never as serious as the sight simply difference of opinions,1,2
1224,Lol at me I couldn't hang it was too cold. So I changed from my cat suit into a coat #smh #alwayscold,1,2
1225,"If I ever won the reading from Theresa...which I know I won't, I would seriously cry my eyes out!\ud83d\ude33\ud83d\ude02 #LongIslandMedium",1,2
1226,I kinda like being in bed all day! If I was able to Do it everyday sure but I can't,1,2
1227,He offered us a tank of gas and we didn't except it and he said hope something good happens to you\ud83d\ude0a,1,2
1228,I hate everyone that has the day off today,1,2
1229,\u201c@Alliee_XOXO_: Duck dynasty day... #Heckyeah #Bestday\u201d no new episode today. Will return next week I reckon,1,2
1230,@wutz_up_dave uhm the amtrak station is down town but I would ride this mexican bus line,1,2
1231,School is just a prison so kids don't overburden the workforce,1,2
1232,OUR SONG WILL BE ON YOUTUBE IN LIKE AN HOUR OR SO. ILL POST THE LINK AS SOON AS I CAN.,1,2
1233,Best day I've ever had and just happens to be on hockey day in America #minnesota #calclutterbuck,1,2
1234,@emmadanielle14 just called me to make sure I have coffee before I meet her for coffee because she can't handle my pre-coffee attitude. \u2615,1,2
1235,God I wish I could sing more than anything,1,2
1236,20 minutes of my life waitinh,1,2
1237,"Beer, creative work, keynote deck, late night. In great company with my planner Mr. Collins @proferoNY #deckbiatching",1,2
1238,Might just have to go for a ride tonight,1,2
1239,@TSNBobMcKenzie is there a deadline for Burke to land a job that would allow him to be included?,1,2
1240,"Woah! Paul Walker passed away... That's so sad. I loved that guy. \ud83d\ude14 how're they gonna finish the movies, about to be a crazy twist \ud83d\ude1e",1,2
1241,Are you joking ?! Really defense ?! REALLY ?!,1,2
1242,There will be enough cold air in place to supper mainly snow/ ice w/ storm but the storm track may favor warmer air. Still too early #wxedge,1,2
1243,\u201c@BlaneTaylor: Less selfies\u201d more,1,2
1244,@MrSilverScott I need advice on decorating my new room with a rustic feel centered round a red brown bedframe and for super cheap help,1,2
1245,Sonic two days in a row,1,2
1246,It's not so much what we have in this life that matters. It's what we do with what we have #mr.rogers,1,2
1247,@saucy_sarahb I watched the first episode alot of boobies hahaha it was pretty decent,1,2
1248,Laying in my bed staring at the stars \u2764\ufe0f,1,2
1249,@nonojones54 @UrFakeFriend well a nice way to get introduced to the personal acct lol. I've since changed my mind. Was high or something,1,2
1250,Why is Heather stalking Franco though  #gh,1,2
1251,Nap then studying \ud83d\udd2b,1,2
1252,@PezDOY so many blackhawk fans in the garden right now. So disappointing. Lets go #bruins,1,2
1253,"So apparently Derrick Rose's parents were glass and wet tissue paper, explaining his durability issues",1,2
1254,@Willdog476 hopefully we'll make good choices in the draft,1,2
1255,5 more minutes \ud83d\udca6\ud83d\udca6\ud83d\udca6\ud83d\udca6,1,2
1256,On the way to this casino in the nati LetsGo,1,2
1257,Putting your ex on blast via social media is such a bad look...you should probs just be the bigger person,1,2
1258,@the818 remember his one episode of Roseanne? I do.,1,2
1259,"\u201c@CGerber11: Texting my boyfriend without an iPhone is rough just like when he goes in my asshole dry\""",1,2
1260,If I could lay in bed with Max all day I would.,1,2
1261,"@Sway_Tay coo. Cause Hailey is gonna get $20. $10 for gas, $10 for the bottle..",1,2
1262,It you have a red sticker on your license plate you are a fucking faggot idc,1,0
1263,Training week is finally over and now there's nothing to do but chill by the pool,1,2
1264,@cargaretmox haha you should have done the race pool with Brian Boyer and everyone,1,2
1265,Lots of signs pointing to Nashville after I graduate....,1,2
1266,Beer will get you drunk and bloated\nWine will get you drunk and you'll have the run\nTequila will get you drunk and pregnant #GirlCode,1,2
1267,"When I look at a newborn baby the same thing comes to mind,\"" how can people believe there is no God. They r so pure and untouched by sin.",1,2
1268,Beyond exited for tomorrow's shopping spree #dayoff #deerparkoutlets,1,2
1269,This is why I can't have nice things,1,2
1270,Didn't have to work Saturday after all. I'm pumped,1,2
1271,"@PlayShaysWay 2 weeks left of August then the first 3 of September, I just texted you",1,2
1272,Just baked some Pillsbury chocolate chip cookies &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; #YessLawd \ud83d\ude4c,1,2
1273,\u201c@TheyCantBarrett: @ChedStedman18 this tweet made my morning so much better. I can't find Nate jones twitter... \u201d\n\nI can't find his fastball,1,2
1274,I never wanna see that piece of shit or hear from him ever again. Your no good for nothing. Glad you aren't in my life anymore,1,1
1275,Always get the blame while looking out for myself #alright,1,2
1276,Ever since I decided to join the military I've been a cold motherfucker.. downfall it makes me look weak AF,1,2
1277,tonight out with the girls again this should be fun I'm taking all types of pics tonight @_HooperSwagPink @persinger22 in dresses again :-),1,2
1278,@Paris_BabyyXOX perfect,1,2
1279,Doors closed. Thanks @Jetblue for a great flight in advance. #goinghome.,1,2
1280,Working BHSN State Football finals tomorrow!! Come see me \ud83d\ude03,1,2
1281,The NFL is seriously a fucking joke,1,1
1282,Sometimes revenge is a choice you've gotta make,1,2
1283,@lexx_couture and Wilson's ghetto)??,1,2
1284,The best game of the season.. #CelticsNation !,1,2
1285,"@DuranDuraan no. I decided to Google the \""rugrats theory\"" and I shouldn't have. I kept clicking links to other shows, I fucked up.",1,0
1286,If Wisconsin doesn't legalize medical marijuana soon (2 years) I'm leaving to somewhere that does.,1,2
1287,this is the worst feeling I've ever felt in my life..,1,2
1288,I'm gonna be so miserable,1,2
1289,@BQ11 of course i do!,1,2
1290,@nikkima80 @steelrzgirl well duh!it was hard to decide what to get though I already owned the majority of the catalog,1,2
1291,Eating at an empty Saladworks alone feels a lot more pathetic than I had anticipated,1,2
1292,@Hockeymax93 stones are getting routed.,1,2
1293,6 hours and counting.....,1,2
1294,This snow \ud83d\ude31\u2744\ufe0f\ud83d\ude98,1,2
1295,Sweet the d bus is packed with frat kids,1,2
1296,Up and ready to have a productive Saturday!,1,2
1297,"\u201c@CloydRivers: There's a name for girls who drink beer, watch football, love country music and go huntin'. Keepers. Merica.\u201d\ud83d\ude4c",1,2
1298,Keg stand,1,2
1299,When I played little league baseball a kid on my team hit a home run and shit his pants while running around the bases,1,1
1300,"\u201c@UnrevealedFacts: Thantophobia, the fear of losing someone you love.\u201d",1,2
1301,@PFLNews what are the tie-breaking procedures if there is a 3-way tie for first?,1,2
1302,It's amazing to me that not one person is exactly the same,1,2
1303,"Manziel might be known for his running, but the dude is accurate when throwing.",1,2
1304,@CaraAllen02 that's not what happened #liarliar,1,2
1305,Just aheads up we are tailgating in the same spot Saturday. By the Indian mounds  #happykrew,1,2
1306,"\""So you can get on with your search baby, and I can get on with mine. And maybe someday we will find that it wasn't really wasted time.\""",1,2
1307,Bonfire should've lasted longer!,1,2
